time,longitude,latitude,rainfall_rate_mm_hr,rainfall_30min_mm
2026-08-27,79.65,31.349998,0.0,0.0
2026-08-27,79.65,31.449999,0.0,0.0
2026-08-27,79.75,28.55,4.04,2.02
2026-08-27,79.75,28.65,2.5,1.25
2026-08-27,79.75,28.75,1.3199999,0.65999997
2026-08-27,79.75,28.849998,0.19999999,0.099999994
2026-08-27,79.75,28.949999,0.099999994,0.049999997
2026-08-27,79.75,29.05,0.17,0.085
2026-08-27,79.75,29.15,0.55,0.275
2026-08-27,79.75,29.25,0.65,0.325
2026-08-27,79.75,29.349998,0.37,0.185
2026-08-27,79.75,29.449999,0.04,0.02
2026-08-27,79.75,29.55,0.0,0.0
2026-08-27,79.75,29.65,0.099999994,0.049999997
2026-08-27,79.75,29.75,0.0,0.0
2026-08-27,79.75,29.849998,0.0,0.0
2026-08-27,79.75,29.949999,0.0,0.0
2026-08-27,79.75,30.05,0.0,0.0
2026-08-27,79.75,30.15,0.0,0.0
2026-08-27,79.75,30.25,0.0,0.0
2026-08-27,79.75,30.349998,0.0,0.0
2026-08-27,79.75,30.449999,0.0,0.0
2026-08-27,79.75,30.55,0.0,0.0
2026-08-27,79.75,30.65,0.0,0.0
2026-08-27,79.75,30.75,0.0,0.0
2026-08-27,79.75,30.849998,0.0,0.0
2026-08-27,79.75,30.949999,0.0,0.0
2026-08-27,79.75,31.05,0.0,0.0
2026-08-27,79.75,31.15,0.0,0.0
2026-08-27,79.75,31.25,0.0,0.0
2026-08-27,79.75,31.349998,0.0,0.0
2026-08-27,79.75,31.449999,0.0,0.0
2026-08-27,79.85,28.55,3.21,1.605
2026-08-27,79.85,28.65,1.26,0.63
2026-08-27,79.85,28.75,0.41,0.205
2026-08-27,79.85,28.849998,0.089999996,0.044999998
2026-08-27,79.85,28.949999,0.06,0.03
2026-08-27,79.85,29.05,0.04,0.02
2026-08-27,79.85,29.15,0.06,0.03
2026-08-27,79.85,29.25,0.17,0.085
2026-08-27,79.85,29.349998,0.08,0.04
2026-08-27,79.85,29.449999,0.0,0.0
2026-08-27,79.85,29.55,0.0,0.0
2026-08-27,79.85,29.65,0.0,0.0
2026-08-27,79.85,29.75,0.0,0.0
2026-08-27,79.85,29.849998,0.0,0.0
2026-08-27,79.85,29.949999,0.0,0.0
2026-08-27,79.85,30.05,0.03,0.015
2026-08-27,79.85,30.15,0.0,0.0
2026-08-27,79.85,30.25,0.0,0.0
2026-08-27,79.85,30.349998,0.0,0.0
2026-08-27,79.85,30.449999,0.0,0.0
2026-08-27,79.85,30.55,0.0,0.0
2026-08-27,79.85,30.65,0.0,0.0
2026-08-27,79.85,30.75,0.0,0.0
2026-08-27,79.85,30.849998,0.0,0.0
2026-08-27,79.85,30.949999,0.0,0.0
2026-08-27,79.85,31.05,0.0,0.0
2026-08-27,79.85,31.15,0.0,0.0
2026-08-27,79.85,31.25,0.0,0.0
2026-08-27,79.85,31.349998,0.0,0.0
2026-08-27,79.85,31.449999,0.0,0.0
2026-08-27,79.95,28.55,1.25,0.625
2026-08-27,79.95,28.65,0.53,0.265
2026-08-27,79.95,28.75,0.19,0.095
2026-08-27,79.95,28.849998,0.11,0.055
2026-08-27,79.95,28.949999,0.07,0.035
2026-08-27,79.95,29.05,0.099999994,0.049999997
2026-08-27,79.95,29.15,0.07,0.035
2026-08-27,79.95,29.25,0.25,0.125
2026-08-27,79.95,29.349998,0.14999999,0.074999996
2026-08-27,79.95,29.449999,0.0,0.0
2026-08-27,79.95,29.55,0.0,0.0
2026-08-27,79.95,29.65,0.0,0.0
2026-08-27,79.95,29.75,0.0,0.0
2026-08-27,79.95,29.849998,0.0,0.0
2026-08-27,79.95,29.949999,0.0,0.0
2026-08-27,79.95,30.05,0.0,0.0
2026-08-27,79.95,30.15,0.0,0.0
2026-08-27,79.95,30.25,0.0,0.0
2026-08-27,79.95,30.349998,0.0,0.0
2026-08-27,79.95,30.449999,0.0,0.0
2026-08-27,79.95,30.55,0.0,0.0
2026-08-27,79.95,30.65,0.0,0.0
2026-08-27,79.95,30.75,0.0,0.0
2026-08-27,79.95,30.849998,0.0,0.0
2026-08-27,79.95,30.949999,0.0,0.0
2026-08-27,79.95,31.05,0.0,0.0
2026-08-27,79.95,31.15,0.0,0.0
2026-08-27,79.95,31.25,0.0,0.0
2026-08-27,79.95,31.349998,0.0,0.0
2026-08-27,79.95,31.449999,0.0,0.0
2026-08-27,80.049995,28.55,1.13,0.565
2026-08-27,80.049995,28.65,1.06,0.53
2026-08-27,80.049995,28.75,0.63,0.315
2026-08-27,80.049995,28.849998,0.56,0.28
2026-08-27,80.049995,28.949999,0.53,0.265
2026-08-27,80.049995,29.05,0.65999997,0.32999998
2026-08-27,80.049995,29.15,1.05,0.525
2026-08-27,80.049995,29.25,1.04,0.52
2026-08-27,80.049995,29.349998,0.56,0.28
2026-08-27,80.049995,29.449999,0.29999998,0.14999999
2026-08-27,80.049995,29.55,0.0,0.0
2026-08-27,80.049995,29.65,0.0,0.0
2026-08-27,80.049995,29.75,0.0,0.0
2026-08-27,80.049995,29.849998,0.0,0.0
2026-08-27,80.049995,29.949999,0.0,0.0
2026-08-27,80.049995,30.05,0.31,0.155
2026-08-27,80.049995,30.15,0.049999997,0.024999999
2026-08-27,80.049995,30.25,0.02,0.01
2026-08-27,80.049995,30.349998,0.0,0.0
2026-08-27,80.049995,30.449999,0.0,0.0
2026-08-27,80.049995,30.55,0.0,0.0
2026-08-27,80.049995,30.65,0.0,0.0
2026-08-27,80.049995,30.75,0.0,0.0
2026-08-27,80.049995,30.849998,0.0,0.0
2026-08-27,80.049995,30.949999,0.0,0.0
2026-08-27,80.049995,31.05,0.0,0.0
2026-08-27,80.049995,31.15,0.0,0.0
2026-08-27,80.049995,31.25,0.0,0.0
2026-08-27,80.049995,31.349998,0.0,0.0
2026-08-27,80.049995,31.449999,0.0,0.0
2026-08-27,80.15,28.55,2.6399999,1.3199999
2026-08-27,80.15,28.65,3.8999999,1.9499999
2026-08-27,80.15,28.75,1.99,0.995
2026-08-27,80.15,28.849998,1.77,0.885
2026-08-27,80.15,28.949999,1.4399999,0.71999997
2026-08-27,80.15,29.05,2.01,1.005
2026-08-27,80.15,29.15,2.37,1.185
2026-08-27,80.15,29.25,1.6899999,0.84499997
2026-08-27,80.15,29.349998,1.18,0.59
2026-08-27,80.15,29.449999,0.78,0.39
2026-08-27,80.15,29.55,0.24,0.12
2026-08-27,80.15,29.65,0.0,0.0
2026-08-27,80.15,29.75,0.0,0.0
2026-08-27,80.15,29.849998,0.0,0.0
2026-08-27,80.15,29.949999,0.24,0.12
2026-08-27,80.15,30.05,0.37,0.185
2026-08-27,80.15,30.15,0.39999998,0.19999999
2026-08-27,80.15,30.25,0.099999994,0.049999997
2026-08-27,80.15,30.349998,0.0,0.0
2026-08-27,80.15,30.449999,0.0,0.0
2026-08-27,80.15,30.55,0.0,0.0
2026-08-27,80.15,30.65,0.0,0.0
2026-08-27,80.15,30.75,0.0,0.0
2026-08-27,80.15,30.849998,0.0,0.0
2026-08-27,80.15,30.949999,0.0,0.0
2026-08-27,80.15,31.05,0.0,0.0
2026-08-27,80.15,31.15,0.0,0.0
2026-08-27,80.15,31.25,0.0,0.0
2026-08-27,80.15,31.349998,0.0,0.0
2026-08-27,80.15,31.449999,0.0,0.0
2026-08-27,80.25,28.55,4.5299997,2.2649999
2026-08-27,80.25,28.65,7.49,3.745
2026-08-27,80.25,28.75,5.42,2.71
2026-08-27,80.25,28.849998,3.1599998,1.5799999
2026-08-27,80.25,28.949999,2.8899999,1.4449999
2026-08-27,80.25,29.05,2.58,1.29
2026-08-27,80.25,29.15,2.29,1.145
2026-08-27,80.25,29.25,1.9399999,0.96999997
2026-08-27,80.25,29.349998,1.43,0.715
2026-08-27,80.25,29.449999,1.0799999,0.53999996
2026-08-27,80.25,29.55,0.42999998,0.21499999
2026-08-27,80.25,29.65,0.089999996,0.044999998
2026-08-27,80.25,29.75,0.32,0.16
2026-08-27,80.25,29.849998,0.35999998,0.17999999
2026-08-27,80.25,29.949999,0.29,0.145
2026-08-27,80.25,30.05,0.66999996,0.33499998
2026-08-27,80.25,30.15,0.45,0.225
2026-08-27,80.25,30.25,0.01,0.005
2026-08-27,80.25,30.349998,0.0,0.0
2026-08-27,80.25,30.449999,0.0,0.0
2026-08-27,80.25,30.55,0.0,0.0
2026-08-27,80.25,30.65,0.0,0.0
2026-08-27,80.25,30.75,0.0,0.0
2026-08-27,80.25,30.849998,0.0,0.0
2026-08-27,80.25,30.949999,0.0,0.0
2026-08-27,80.25,31.05,0.0,0.0
2026-08-27,80.25,31.15,0.0,0.0
2026-08-27,80.25,31.25,0.0,0.0
2026-08-27,80.25,31.349998,0.0,0.0
2026-08-27,80.25,31.449999,0.0,0.0
2026-08-27,80.35,28.55,4.95,2.475
2026-08-27,80.35,28.65,5.14,2.57
2026-08-27,80.35,28.75,4.8399997,2.4199998
2026-08-27,80.35,28.849998,3.26,1.63
2026-08-27,80.35,28.949999,3.1399999,1.5699999
2026-08-27,80.35,29.05,2.27,1.135
2026-08-27,80.35,29.15,2.06,1.03
2026-08-27,80.35,29.25,2.28,1.14
2026-08-27,80.35,29.349998,2.49,1.245
2026-08-27,80.35,29.449999,1.8499999,0.92499995
2026-08-27,80.35,29.55,0.88,0.44
2026-08-27,80.35,29.65,0.72999996,0.36499998
2026-08-27,80.35,29.75,1.05,0.525
2026-08-27,80.35,29.849998,0.59999996,0.29999998
2026-08-27,80.35,29.949999,0.42,0.21
2026-08-27,80.35,30.05,0.42999998,0.21499999
2026-08-27,80.35,30.15,0.12,0.06
2026-08-27,80.35,30.25,0.17,0.085
2026-08-27,80.35,30.349998,0.0,0.0
2026-08-27,80.35,30.449999,0.0,0.0
2026-08-27,80.35,30.55,0.0,0.0
2026-08-27,80.35,30.65,0.0,0.0
2026-08-27,80.35,30.75,0.0,0.0
2026-08-27,80.35,30.849998,0.0,0.0
2026-08-27,80.35,30.949999,0.0,0.0
2026-08-27,80.35,31.05,0.0,0.0
2026-08-27,80.35,31.15,0.0,0.0
2026-08-27,80.35,31.25,0.0,0.0
2026-08-27,80.35,31.349998,0.0,0.0
2026-08-27,80.35,31.449999,0.0,0.0
2026-08-27,80.45,28.55,1.27,0.635
2026-08-27,80.45,28.65,3.03,1.515
2026-08-27,80.45,28.75,2.25,1.125
2026-08-27,80.45,28.849998,2.6399999,1.3199999
2026-08-27,80.45,28.949999,2.56,1.28
2026-08-27,80.45,29.05,2.1,1.05
2026-08-27,80.45,29.15,2.3799999,1.1899999
2026-08-27,80.45,29.25,2.45,1.225
2026-08-27,80.45,29.349998,3.24,1.62
2026-08-27,80.45,29.449999,2.85,1.425
2026-08-27,80.45,29.55,1.74,0.87
2026-08-27,80.45,29.65,1.26,0.63
2026-08-27,80.45,29.75,1.52,0.76
2026-08-27,80.45,29.849998,0.71,0.355
2026-08-27,80.45,29.949999,0.34,0.17
2026-08-27,80.45,30.05,0.19,0.095
2026-08-27,80.45,30.15,0.04,0.02
2026-08-27,80.45,30.25,0.06,0.03
2026-08-27,80.45,30.349998,0.099999994,0.049999997
2026-08-27,80.45,30.449999,0.0,0.0
2026-08-27,80.45,30.55,0.0,0.0
2026-08-27,80.45,30.65,0.0,0.0
2026-08-27,80.45,30.75,0.0,0.0
2026-08-27,80.45,30.849998,0.0,0.0
2026-08-27,80.45,30.949999,0.0,0.0
2026-08-27,80.45,31.05,0.0,0.0
2026-08-27,80.45,31.15,0.0,0.0
2026-08-27,80.45,31.25,0.0,0.0
2026-08-27,80.45,31.349998,0.0,0.0
2026-08-27,80.45,31.449999,0.0,0.0
2026-08-27,80.549995,28.55,0.26,0.13
2026-08-27,80.549995,28.65,0.82,0.41
2026-08-27,80.549995,28.75,1.3399999,0.66999996
2026-08-27,80.549995,28.849998,1.56,0.78
2026-08-27,80.549995,28.949999,2.45,1.225
2026-08-27,80.549995,29.05,3.09,1.545
2026-08-27,80.549995,29.15,3.35,1.675
2026-08-27,80.549995,29.25,2.57,1.285
2026-08-27,80.549995,29.349998,2.47,1.235
2026-08-27,80.549995,29.449999,2.1299999,1.0649999
2026-08-27,80.549995,29.55,1.99,0.995
2026-08-27,80.549995,29.65,2.56,1.28
2026-08-27,80.549995,29.75,1.52,0.76
2026-08-27,80.549995,29.849998,0.82,0.41
2026-08-27,80.549995,29.949999,0.12,0.06
2026-08-27,80.549995,30.05,0.0,0.0
2026-08-27,80.549995,30.15,0.0,0.0
2026-08-27,80.549995,30.25,0.16,0.08
2026-08-27,80.549995,30.349998,0.35999998,0.17999999
2026-08-27,80.549995,30.449999,0.02,0.01
2026-08-27,80.549995,30.55,0.0,0.0
2026-08-27,80.549995,30.65,0.0,0.0
2026-08-27,80.549995,30.75,0.0,0.0
2026-08-27,80.549995,30.849998,0.0,0.0
2026-08-27,80.549995,30.949999,0.0,0.0
2026-08-27,80.549995,31.05,0.0,0.0
2026-08-27,80.549995,31.15,0.0,0.0
2026-08-27,80.549995,31.25,0.0,0.0
2026-08-27,80.549995,31.349998,0.0,0.0
2026-08-27,80.549995,31.449999,0.0,0.0
2026-08-27,80.65,28.55,0.21,0.105
2026-08-27,80.65,28.65,0.21,0.105
2026-08-27,80.65,28.75,0.64,0.32
2026-08-27,80.65,28.849998,1.87,0.935
2026-08-27,80.65,28.949999,3.7099998,1.8549999
2026-08-27,80.65,29.05,4.99,2.495
2026-08-27,80.65,29.15,3.25,1.625
2026-08-27,80.65,29.25,2.37,1.185
2026-08-27,80.65,29.349998,1.42,0.71
2026-08-27,80.65,29.449999,1.5799999,0.78999996
2026-08-27,80.65,29.55,2.56,1.28
2026-08-27,80.65,29.65,6.06,3.03
2026-08-27,80.65,29.75,3.4199998,1.7099999
2026-08-27,80.65,29.849998,0.53999996,0.26999998
2026-08-27,80.65,29.949999,0.0,0.0
2026-08-27,80.65,30.05,0.04,0.02
2026-08-27,80.65,30.15,0.06,0.03
2026-08-27,80.65,30.25,0.22,0.11
2026-08-27,80.65,30.349998,0.32,0.16
2026-08-27,80.65,30.449999,0.06,0.03
2026-08-27,80.65,30.55,0.0,0.0
2026-08-27,80.65,30.65,0.0,0.0
2026-08-27,80.65,30.75,0.0,0.0
2026-08-27,80.65,30.849998,0.0,0.0
2026-08-27,80.65,30.949999,0.0,0.0
2026-08-27,80.65,31.05,0.0,0.0
2026-08-27,80.65,31.15,0.0,0.0
2026-08-27,80.65,31.25,0.0,0.0
2026-08-27,80.65,31.349998,0.0,0.0
2026-08-27,80.65,31.449999,0.0,0.0
2026-08-27,80.75,28.55,0.19999999,0.099999994
2026-08-27,80.75,28.65,0.42999998,0.21499999
2026-08-27,80.75,28.75,1.11,0.555
2026-08-27,80.75,28.849998,2.6,1.3
2026-08-27,80.75,28.949999,3.4099998,1.7049999
2026-08-27,80.75,29.05,3.81,1.905
2026-08-27,80.75,29.15,2.78,1.39
2026-08-27,80.75,29.25,1.24,0.62
2026-08-27,80.75,29.349998,0.82,0.41
2026-08-27,80.75,29.449999,1.68,0.84
2026-08-27,80.75,29.55,2.3,1.15
2026-08-27,80.75,29.65,3.1699998,1.5849999
2026-08-27,80.75,29.75,1.62,0.81
2026-08-27,80.75,29.849998,0.47,0.235
2026-08-27,80.75,29.949999,0.0,0.0
2026-08-27,80.75,30.05,0.19999999,0.099999994
2026-08-27,80.75,30.15,0.17999999,0.089999996
2026-08-27,80.75,30.25,0.37,0.185
2026-08-27,80.75,30.349998,0.22999999,0.114999995
2026-08-27,80.75,30.449999,0.04,0.02
2026-08-27,80.75,30.55,0.0,0.0
2026-08-27,80.75,30.65,0.0,0.0
2026-08-27,80.75,30.75,0.0,0.0
2026-08-27,80.75,30.849998,0.0,0.0
2026-08-27,80.75,30.949999,0.0,0.0
2026-08-27,80.75,31.05,0.0,0.0
2026-08-27,80.75,31.15,0.0,0.0
2026-08-27,80.75,31.25,0.0,0.0
2026-08-27,80.75,31.349998,0.0,0.0
2026-08-27,80.75,31.449999,0.0,0.0
2026-08-27,80.85,28.55,0.17999999,0.089999996
2026-08-27,80.85,28.65,0.51,0.255
2026-08-27,80.85,28.75,0.56,0.28
2026-08-27,80.85,28.849998,1.9399999,0.96999997
2026-08-27,80.85,28.949999,3.9199998,1.9599999
2026-08-27,80.85,29.05,2.6699998,1.3349999
2026-08-27,80.85,29.15,3.02,1.51
2026-08-27,80.85,29.25,1.11,0.555
2026-08-27,80.85,29.349998,0.62,0.31
2026-08-27,80.85,29.449999,0.87,0.435
2026-08-27,80.85,29.55,1.16,0.58
2026-08-27,80.85,29.65,1.5,0.75
2026-08-27,80.85,29.75,1.2099999,0.60499996
2026-08-27,80.85,29.849998,0.049999997,0.024999999
2026-08-27,80.85,29.949999,0.0,0.0
2026-08-27,80.85,30.05,0.45999998,0.22999999
2026-08-27,80.85,30.15,0.45999998,0.22999999
2026-08-27,80.85,30.25,0.34,0.17
2026-08-27,80.85,30.349998,0.12,0.06
2026-08-27,80.85,30.449999,0.0,0.0
2026-08-27,80.85,30.55,0.0,0.0
2026-08-27,80.85,30.65,0.0,0.0
2026-08-27,80.85,30.75,0.0,0.0
2026-08-27,80.85,30.849998,0.0,0.0
2026-08-27,80.85,30.949999,0.0,0.0
2026-08-27,80.85,31.05,0.0,0.0
2026-08-27,80.85,31.15,0.0,0.0
2026-08-27,80.85,31.25,0.0,0.0
2026-08-27,80.85,31.349998,0.0,0.0
2026-08-27,80.85,31.449999,0.0,0.0
2026-08-27,80.95,28.55,0.55,0.275
2026-08-27,80.95,28.65,0.39999998,0.19999999
2026-08-27,80.95,28.75,0.98999995,0.49499997
2026-08-27,80.95,28.849998,1.77,0.885
2026-08-27,80.95,28.949999,3.36,1.68
2026-08-27,80.95,29.05,1.99,0.995
2026-08-27,80.95,29.15,0.78,0.39
2026-08-27,80.95,29.25,0.38,0.19
2026-08-27,80.95,29.349998,0.41,0.205
2026-08-27,80.95,29.449999,0.59,0.295
2026-08-27,80.95,29.55,0.93,0.465
2026-08-27,80.95,29.65,0.81,0.405
2026-08-27,80.95,29.75,0.16,0.08
2026-08-27,80.95,29.849998,0.03,0.015
2026-08-27,80.95,29.949999,0.0,0.0
2026-08-27,80.95,30.05,0.79999995,0.39999998
2026-08-27,80.95,30.15,1.01,0.505
2026-08-27,80.95,30.25,0.59999996,0.29999998
2026-08-27,80.95,30.349998,0.17,0.085
2026-08-27,80.95,30.449999,0.0,0.0
2026-08-27,80.95,30.55,0.0,0.0
2026-08-27,80.95,30.65,0.0,0.0
2026-08-27,80.95,30.75,0.0,0.0
2026-08-27,80.95,30.849998,0.0,0.0
2026-08-27,80.95,30.949999,0.0,0.0
2026-08-27,80.95,31.05,0.0,0.0
2026-08-27,80.95,31.15,0.0,0.0
2026-08-27,80.95,31.25,0.0,0.0
2026-08-27,80.95,31.349998,0.0,0.0
2026-08-27,80.95,31.449999,0.0,0.0
2026-08-27,81.049995,28.55,0.35,0.175
2026-08-27,81.049995,28.65,0.39999998,0.19999999
2026-08-27,81.049995,28.75,0.96999997,0.48499998
2026-08-27,81.049995,28.849998,2.1599998,1.0799999
2026-08-27,81.049995,28.949999,1.89,0.945
2026-08-27,81.049995,29.05,1.0799999,0.53999996
2026-08-27,81.049995,29.15,0.89,0.445
2026-08-27,81.049995,29.25,0.29999998,0.14999999
2026-08-27,81.049995,29.349998,0.28,0.14
2026-08-27,81.049995,29.449999,0.53,0.265
2026-08-27,81.049995,29.55,0.58,0.29
2026-08-27,81.049995,29.65,0.66999996,0.33499998
2026-08-27,81.049995,29.75,0.12,0.06
2026-08-27,81.049995,29.849998,0.0,0.0
2026-08-27,81.049995,29.949999,0.0,0.0
2026-08-27,81.049995,30.05,0.38,0.19
2026-08-27,81.049995,30.15,0.74,0.37
2026-08-27,81.049995,30.25,0.58,0.29
2026-08-27,81.049995,30.349998,0.22999999,0.114999995
2026-08-27,81.049995,30.449999,0.0,0.0
2026-08-27,81.049995,30.55,0.0,0.0
2026-08-27,81.049995,30.65,0.0,0.0
2026-08-27,81.049995,30.75,0.0,0.0
2026-08-27,81.049995,30.849998,0.0,0.0
2026-08-27,81.049995,30.949999,0.0,0.0
2026-08-27,81.049995,31.05,0.0,0.0
2026-08-27,81.049995,31.15,0.0,0.0
2026-08-27,81.049995,31.25,0.0,0.0
2026-08-27,81.049995,31.349998,0.0,0.0
2026-08-27,81.049995,31.449999,0.0,0.0
